customer_id,first_name,last_name,gender,date_of_birth,province,city,customer_since
C00216,Lerato,Coetzee,M,1963-01-09,Gauteng,Johannesburg,2021-08-02
C00425,Fatima,Coetzee,M,1983-07-16,North West,Potchefstroom,2023-03-27
C00170,Thabo,Ndlovu,M,1955-04-08,Gauteng,Sandton,2025-01-13
C00469,Mandla,Nkosi,M,1981-09-26,Western Cape,Cape Town,2024-05-01
C00336,Elna,Pretorius,M,2003-03-11,Western Cape,Cape Town,2025-12-06
C00207,Karen,Naidoo,F,1990-10-23,Gauteng,Sandton,2020-09-10
C00154,Emma,Botha,F,1993-03-27,Western Cape,George,2019-03-15
C00500,Ayesha,Kruger,M,1965-01-24,Mpumalanga,Nelspruit,2018-04-12
C00031,Vusi,Kruger,F,1999-12-20,Western Cape,George,2020-07-09
C00256,Sanele,Coetzee,M,1989-12-13,Free State,Bloemfontein,2018-01-26
C00329,Chris,Le Roux,F,1976-11-29,Gauteng,Centurion,2023-02-07
C00214,Nomvula,Zulu,F,1974-01-02,Eastern Cape,East London,2020-11-11
C00137,Naledi,Nkosi,F,2002-01-14,Gauteng,Soweto,2026-03-25
C00424,Sipho,Dlamini,M,1964-12-03,KwaZulu-Natal,Richards Bay,2022-09-08
C00436,Werner,Fourie,F,1992-05-14,KwaZulu-Natal,Durban,2023-05-17
C00169,Zanele,Van der Merwe,F,1999-07-26,Eastern Cape,Gqeberha,2018-04-24
C00493,Michael,Coetzee,F,1978-03-26,Gauteng,Sandton,2023-01-10
C00230,Sanele,Mokoena,M,1978-08-25,Free State,Bloemfontein,2023-11-30
C00225,Themba,Pretorius,M,1968-03-05,gauteng,Sandton,2020-02-03
C00172,Mandla,Zulu,M,1996-08-15,Gauteng,Johannesburg,2023-09-29
C00395,David,Fourie,M,1988-05-31,Mpumalanga,Nelspruit,2020-12-05
C00268,Emma,Le Roux,F,2003-12-10,Western Cape,George,2024-08-26
C00116,Mandla,Zulu,F,1973-04-22,KwaZulu-Natal,Durban,2025-09-01
C00398,Mandla,Pretorius,M,1993-11-21,Gauteng,Centurion,2019-10-23
C00049,Sanele,Nkosi,M,1959-08-22,KwaZulu-Natal,Richards Bay,2023-07-30
C00451,Bongani,Coetzee,F,1966-12-09,KwaZulu-Natal,Pietermaritzburg,2022-04-19
C00412,Kagiso,Mbeki,F,1972-12-13,Eastern Cape,Mthatha,2021-05-20
C00404,Thabo,Mokoena,F,1970-08-22,Eastern Cape,Mthatha,2024-03-05
C00083,Kabelo,Le Roux,F,1968-09-07,Gauteng,Pretoria,2019-02-18
C00096,Johan,Naidoo,F,1993-06-15,Gauteng,Johannesburg,2023-09-11
C00068,Zanele,Ndlovu,M,1994-08-10,Western Cape,,2019-09-28
C00323,Ruth,Khumalo,F,1987-11-04,Gauteng,Soweto,2023-12-13
C00097,Nomvula,Le Roux,F,1967-04-11,Limpopo,Polokwane,2024-11-02
C00023,Michael,Mahlangu,M,1982-03-24,Free State,Bloemfontein,2021-12-09
C00255,Tumi,Zulu,M,2000-08-25,Gauteng,Johannesburg,2023-10-18
C00245,Themba,Botha,F,2002-02-12,KwaZulu-Natal,Richards Bay,2023-08-12
C00392,Aisha,Botha,F,1974-08-16,KwaZulu-Natal,Pietermaritzburg,2023-09-01
C00358,Nomvula,Dlamini,M,1966-12-08,Gauteng,Centurion,2022-01-22
C00160,Sanele,Dlamini,F,1969-06-22,Western Cape,George,2020-09-15
C00390,Pieter,Steyn,F,1960-10-30,Mpumalanga,Nelspruit,2018-01-06
C00145,Sipho,Van der Merwe,M,1996-05-29,North West,Potchefstroom,2019-01-11
C00210,Fatima,Kruger,F,1962-07-12,KwaZulu-Natal,Pietermaritzburg,2023-09-26
C00462,Sipho,Mbeki,M,1959-09-16,Gauteng,Pretoria,2020-08-22
C00406,Johan,Mokoena,F,1978-03-02,North West,Rustenburg,2022-07-06
C00091,Sipho,Coetzee,M,1979-06-18,Mpumalanga,Witbank,2018-03-19
C00042,Kagiso,Naidoo,M,1968-01-11,North West,Potchefstroom,2020-04-05
C00234,Zanele,Coetzee,M,1960-02-22,Western Cape,Paarl,2026-07-26
C00338,Emma,Mbeki,F,1980-06-29,Western Cape,George,2026-01-23
C00378,Michael,Khumalo,F,1963-10-18,Western Cape,Paarl,2018-07-12
C00467,Sipho,Kruger,M,1968-02-26,Limpopo,Polokwane,2025-01-23
C00367,Elna,Coetzee,F,1983-11-04,North West,Potchefstroom,2018-08-14
C00054,Tumi,Pretorius,M,1983-06-22,Western Cape,George,2023-04-04
C00179,Michael,Kruger,M,1980-08-09,Eastern Cape,East London,2026-05-30
C00274,Chris,Naidoo,M,1955-11-13,Western Cape,Paarl,2026-04-07
C00468,Kabelo,Pretorius,F,1981-05-29,Limpopo,Tzaneen,2018-05-17
C00402,Pieter,Mokoena,M,1961-04-28,Gauteng,Pretoria,2024-10-04
C00052,David,Coetzee,M,1962-01-30,Gauteng,Johannesburg,2019-07-04
C00015,Kagiso,Fourie,M,1977-09-07,Gauteng,Johannesburg,2019-02-12
C00450,Karen,Botha,F,1995-10-18,Gauteng,Sandton,2019-05-04
C00339,Karen,Le Roux,F,1987-03-20,Mpumalanga,Witbank,2021-05-22
C00341,Fatima,Zulu,M,1988-06-01,Gauteng,Sandton,2019-09-18
C00273,Themba,Coetzee,M,1972-03-11,Gauteng,Pretoria,2019-09-26
C00286,Lerato,Molefe,M,1994-12-02,Mpumalanga,Nelspruit,2020-04-16
C00004,Ayesha,Coetzee,F,1993-07-08,Gauteng,Johannesburg,2025-03-16
C00024,Karen,Fourie,F,1982-11-14,Gauteng,Sandton,2020-02-09
C00129,Vusi,Botha,M,1996-11-09,Mpumalanga,Witbank,2022-02-16
C00166,Kagiso,Zulu,F,1959-06-07,Mpumalanga,Witbank,2025-05-30
C00202,Ruth,Kruger,M,2000-02-19,KwaZulu-Natal,Pietermaritzburg,2024-04-17
C00046,Nomvula,Smit,F,1969-12-29,KwaZulu-Natal,Richards Bay,2022-09-11
C00489,Kabelo,Botha,M,1955-06-19,Gauteng,Johannesburg,2019-10-28
C00354,Anke,Le Roux,F,2000-11-01,Western Cape,Paarl,2018-08-01
C00236,Thabo,Kruger,F,1971-08-09,Gauteng,Sandton,2020-03-23
C00456,Anke,Fourie,M,1975-10-25,Gauteng,Centurion,2021-03-01
C00238,Johan,Van der Merwe,F,1970-01-26,KwaZulu-Natal,Richards Bay,2022-11-11
C00043,Tumi,Le Roux,M,1993-08-30,Eastern Cape,Gqeberha,2021-11-09
C00233,Fatima,Zulu,M,1996-07-21,KwaZulu-Natal,Pietermaritzburg,2022-07-24
C00420,Mandla,Khumalo,F,1993-02-17,Limpopo,Tzaneen,2024-06-12
C00080,Zanele,Le Roux,F,1997-11-08,Gauteng,Pretoria,2020-05-29
C00186,Tumi,Smit,M,2001-05-10,Western Cape,George,2021-08-04
C00479,Werner,Nkosi,F,1985-03-29,Gauteng,Soweto,2019-11-23
C00221,Chris,Kruger,F,2000-01-12,Western Cape,Paarl,2019-04-18
C00269,Kagiso,Mahlangu,F,1960-11-06,Gauteng,Pretoria,2022-12-07
C00113,Bongani,Dlamini,M,1979-03-01,Gauteng,Johannesburg,2019-07-23
C00012,Zanele,Khumalo,M,1957-02-22,Gauteng,Soweto,2024-05-18
C00151,Anke,Coetzee,M,1959-03-24,Gauteng,,2026-01-12
C00235,Ruth,Dlamini,F,1974-03-09,KwaZulu-Natal,Pietermaritzburg,2019-07-11
C00086,Nomvula,Coetzee,M,1964-10-15,Limpopo,Tzaneen,2018-03-20
C00247,Thabo,Steyn,M,2002-07-20,Eastern Cape,Mthatha,2024-06-08
C00135,Precious,Mahlangu,M,1986-03-06,KwaZulu-Natal,Richards Bay,2018-10-26
C00144,Chris,Khumalo,M,1994-03-01,KwaZulu-Natal,Richards Bay,2020-01-09
C00422,Kabelo,Mokoena,F,1968-06-25,Gauteng,Soweto,2020-05-29
C00272,Lerato,Dlamini,F,1979-05-08,Gauteng,Centurion,2018-11-19
C00361,Vusi,Steyn,F,1977-04-13,Western Cape,Paarl,2020-03-24
C00291,David,Nkosi,M,1957-07-06,Gauteng,Pretoria,2020-02-11
C00183,Werner,Mokoena,M,1973-06-11,Gauteng,Sandton,2026-05-30
C00365,Michael,Molefe,M,1969-10-12,Free State,Bloemfontein,2025-07-10
C00307,Werner,Mokoena,M,2000-09-17,Gauteng,Sandton,2019-08-14
C00423,Ayesha,Fourie,M,1999-10-22,Eastern Cape,Gqeberha,2025-10-23
C00437,Ayesha,Sithole,M,1984-09-15,Gauteng,Soweto,2023-07-14
C00438,Aisha,Naidoo,M,1969-03-06,Gauteng,Soweto,2021-12-18
C00005,Thabo,Dlamini,M,1963-12-12,Western Cape,Cape Town,2025-12-14
C00134,Mandla,Mahlangu,F,1989-01-17,Limpopo,Polokwane,2025-11-19
C00045,Sipho,Pretorius,M,1989-07-01,Western Cape,Cape Town,2019-09-27
C00353,Vusi,Steyn,M,1955-07-02,Western Cape,Stellenbosch,2023-03-01
C00251,Susan,Steyn,M,1958-08-17,Western Cape,Cape Town,2024-10-23
C00290,Pieter,Fourie,F,1956-10-03,North West,,2024-05-05
C00285,Aisha,Kruger,F,1983-11-12,Northern Cape,Upington,2023-10-16
C00204,Sanele,Le Roux,F,1996-01-13,KwaZulu-Natal,Richards Bay,2018-05-11
C00136,Johan,Coetzee,M,1990-07-24,Gauteng,Johannesburg,2022-06-28
C00431,Werner,Dlamini,M,1996-12-22,Western Cape,Cape Town,2022-09-03
C00146,Kagiso,Van der Merwe,M,1960-09-26,Gauteng,Soweto,2022-03-10
C00446,Anke,Kruger,M,1985-05-13,North West,Rustenburg,2020-06-26
C00482,Susan,Mokoena,F,1995-08-08,Eastern Cape,East London,2021-12-25
C00072,Anke,Ndlovu,M,2003-08-18,Mpumalanga,Witbank,2018-10-12
C00119,Fatima,Dlamini,F,1966-10-03,Mpumalanga,Witbank,2026-05-28
C00453,Werner,Mokoena,F,1956-07-22,Northern Cape,Kimberley,2022-06-07
C00048,Tumi,Mahlangu,M,1990-04-03,Western Cape,Paarl,2020-08-25
C00394,Naledi,Zulu,F,1991-05-05,Western Cape,Cape Town,2025-03-15
C00217,Anke,Mbeki,F,2001-12-11,Northern Cape,Upington,2022-10-09
C00075,Ayesha,Kruger,M,1975-02-07,Eastern Cape,Gqeberha,2021-03-17
C00499,Kabelo,Khumalo,F,2000-07-16,Gauteng,Soweto,2023-03-29
C00484,Bongani,Khumalo,F,1978-10-28,Gauteng,Soweto,2020-06-22
C00249,Susan,Molefe,M,2002-03-15,Free State,Welkom,2022-03-15
C00095,Naledi,Kruger,M,1976-03-04,Limpopo,Polokwane,2022-01-04
C00408,Susan,Mahlangu,F,1996-06-15,Gauteng,Sandton,2026-06-24
C00407,Ayesha,Steyn,M,1959-06-12,Gauteng,Soweto,2023-10-27
C00471,Ayesha,Zulu,F,1990-01-02,Free State,Bloemfontein,2021-12-27
C00094,Kabelo,Kruger,M,2002-05-07,KwaZulu-Natal,Pietermaritzburg,2019-07-23
C00019,Ruth,Smit,M,1996-03-30,Limpopo,Tzaneen,2021-04-29
C00284,Aisha,Molefe,F,1993-05-29,Western Cape,Stellenbosch,2025-05-22
C00293,Chris,Steyn,M,1957-04-30,Western Cape,Cape Town,2018-06-09
C00314,Johan,Pretorius,M,1977-04-08,KwaZulu-Natal,Richards Bay,2025-10-21
C00032,Mandla,Zulu,M,1987-06-08,KwaZulu-Natal,Durban,2022-05-02
C00322,Karen,Khumalo,F,1998-08-12,KwaZulu-Natal,Durban,2020-01-11
C00141,Thabo,Botha,F,1963-03-21,KwaZulu-Natal,Richards Bay,2019-06-21
C00090,Lerato,Molefe,F,1987-06-25,North West,Rustenburg,2022-06-21
C00159,Michael,Zulu,F,1990-05-29,Western Cape,Stellenbosch,2025-01-30
C00287,Zanele,Mbeki,F,1963-05-23,Gauteng,Sandton,2022-10-28
C00343,Nomvula,Le Roux,M,1998-02-14,Western Cape,George,2024-04-17
C00349,Nomvula,Van der Merwe,F,1977-05-03,Free State,Welkom,2018-03-14
C00142,Anke,Khumalo,F,1982-09-07,KwaZulu-Natal,,2022-01-31
C00383,Sanele,Khumalo,F,1955-02-25,Mpumalanga,Witbank,2024-09-02
C00410,Michael,Le Roux,M,2003-08-08,KwaZulu-Natal,Durban,2024-06-11
C00244,Emma,Smit,F,1960-08-04,Eastern Cape,East London,2024-12-11
C00014,Johan,Sithole,F,1970-12-19,Western Cape,Cape Town,2018-08-28
C00454,Sanele,Fourie,M,1959-08-31,gauteng,Gqeberha,2019-01-06
C00078,Johan,Van der Merwe,F,1961-01-06,Limpopo,Polokwane,2025-08-27
C00483,Anke,Dlamini,F,2000-08-14,Gauteng,Johannesburg,2023-03-01
C00180,David,Steyn,M,1984-12-19,Gauteng,Johannesburg,2018-08-09
C00178,Bongani,Mbeki,F,1990-12-31,Gauteng,Pretoria,2018-02-19
C00463,Johan,Kruger,F,1979-12-29,Gauteng,Pretoria,2018-06-15
C00486,Michael,Smit,F,1982-07-02,Western Cape,George,2024-06-22
C00201,Ruth,Ndlovu,F,1982-05-11,Eastern Cape,Mthatha,2025-08-09
C00034,Michael,Mahlangu,F,1994-11-21,Gauteng,Soweto,2020-11-13
C00063,Naledi,Naidoo,F,1960-10-28,Eastern Cape,Gqeberha,2020-05-31
C00123,Vusi,Fourie,M,1993-06-04,Western Cape,Stellenbosch,2021-04-21
C00364,Pieter,Mokoena,F,1960-06-04,Gauteng,Sandton,2019-03-01
C00345,Werner,Dlamini,M,1986-12-27,Free State,Bloemfontein,2024-04-10
C00055,Vusi,Botha,F,1962-06-04,Gauteng,Centurion,2026-03-24
C00396,Nomvula,Khumalo,M,1957-06-15,Western Cape,George,2018-06-28
C00240,Bongani,Khumalo,M,1986-01-21,Northern Cape,Kimberley,2024-11-20
C00357,Chris,Nkosi,M,1956-02-28,Western Cape,George,2026-03-12
C00017,Chris,Botha,M,1962-11-15,Western Cape,Paarl,2025-02-22
C00372,Werner,Kruger,M,1996-09-29,KwaZulu-Natal,Durban,2022-07-01
C00421,Aisha,Van der Merwe,M,1963-06-09,Eastern Cape,Mthatha,2019-02-10
C00041,Anke,Mbeki,F,1979-04-05,Mpumalanga,Witbank,2024-01-02
C00491,Nomvula,Mokoena,M,1959-08-29,Mpumalanga,Nelspruit,2022-01-12
C00257,Aisha,Coetzee,F,1974-04-12,Eastern Cape,East London,2024-11-14
C00074,Johan,Zulu,M,1980-06-04,Western Cape,Stellenbosch,2018-03-11
C00009,Pieter,Mokoena,F,1989-04-29,Free State,Welkom,2021-01-16
C00305,Bongani,Smit,M,1964-05-17,Eastern Cape,Mthatha,2019-04-17
C00414,Ruth,Sithole,F,1979-12-09,Mpumalanga,Nelspruit,2020-11-01
C00222,Precious,Naidoo,F,1963-11-13,Mpumalanga,Nelspruit,2026-01-27
C00474,Aisha,Dlamini,F,1959-03-19,Gauteng,Centurion,2019-05-24
C00157,Kagiso,Steyn,F,1961-01-05,KwaZulu-Natal,Pietermaritzburg,2019-01-18
C00124,Anke,Naidoo,F,1986-05-04,Gauteng,Johannesburg,2018-07-11
C00370,Themba,Steyn,F,1985-03-22,KwaZulu-Natal,Pietermaritzburg,2022-06-21
C00321,Aisha,Kruger,F,1995-06-22,Eastern Cape,East London,2020-09-20
C00016,Zanele,Van der Merwe,M,1978-04-24,Gauteng,Centurion,2022-11-05
C00485,Sipho,Mahlangu,F,1960-02-02,Free State,Bloemfontein,2025-02-03
C00126,Ruth,Kruger,F,1966-05-25,Western Cape,Paarl,2022-05-02
C00266,Bongani,Sithole,F,1964-03-11,Gauteng,Centurion,2023-10-17
